"WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_PRIMARY_CONTACT","WSEI_SECONDARY_CONTACT","WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_PRIMARY_VARIABLE","WSEI_CURRENT_WEATHER","WSEI_PREV_WEATHER","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_COLLECTION_DATE","WSEI_USER_NOTES"
"42.6264_-75.8142_20170922",42.6264,-75.8142,"c","b",0,0,2,0,0,2,2,"periphyton, trash","clouds","clouds","b","a","b","b","b","b","a","b","b","b","b","b","c","9/22/2017","highway bridge"
"42.6281_-74.175_20130828",42.6281,-74.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","a","a","a","b","a","a","a","a","a","a","b","b","8/28/2013",""
"42.6298_-74.7406_20180803",42.6298,-74.7406,"a","a",2,1,1,0,0,0,0,"","rain","rain","b","a","b","a","a","a","a","a","a","a","a","a","a","8/3/2018",""
"42.6299_-74.7405_20160807",42.6299,-74.7405,"a","a",1,0,0,0,0,0,0,"","sun","sun","a","a","b","a","a","a","a","a","b","a","a","a","a","8/7/2016",""
"42.631_-73.5354_20120912",42.631,-73.5354,"b","b",2,2,3,3,2,6,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/12/2012","trash"
"42.631_-73.5354_20120914",42.631,-73.5354,"d","b",1,1,3,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/14/2012",""
"42.6319_-73.4136_20140701",42.6319,-73.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","a","a","a","a","a","a","a","a","a","a","a","a","7/1/2014",""
"42.6319_-73.4136_20150817",42.6319,-73.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/17/2015",""
"42.6319_-73.4136_20160701",42.6319,-73.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2016",""
"42.6331_-78.3342_20140901",42.6331,-78.3342,"b","b",4,2,2,5,1,1,1,"","sun","rain","b","a","c","b","b","b","b","c","c","b","b","c","c","9/1/2014",""
"42.6343_-73.8014_20120824",42.6343,-73.8014,"d","c",4,3,5,3,2,4,8,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/24/2012","water clarity, trash, discharges/pipes"
"42.6343_-73.8014_20120907",42.6343,-73.8014,"d","c",3,5,2,5,0,4,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2012","water clarity, phytoplankton, macrophytes, trash"
"42.6343_-73.8014_20130819",42.6343,-73.8014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/19/2013",""
"42.6345_-73.8_20130923",42.6345,-73.8,"c","b",3,2,6,0,0,1,0,"phytoplankton, periphyton","rain","sun","b","a","b","a","a","b","b","a","a","a","a","b","b","9/23/2013",""
"42.6345_-73.999_20170830",42.6345,-73.999,"d","c",4,5,5,1,2,1,4,"phytoplankton, periphyton, discharges/pipes","sun","clouds","b","b","a","b","a","b","a","a","b","a","b","b","b","8/30/2017",""
"42.6377_-73.5391_20120925",42.6377,-73.5391,"b","b",0,0,1,0,0,1,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/25/2012","parking lot"
"42.6419_-73.612_20140717",42.6419,-73.612,"e","e",2,0,0,0,0,0,0,"","sun","sun","b","a","b","a","a","b","b","a","a","a","a","a","a","7/17/2014",""
"42.6421_-76.4081_20170818",42.6421,-76.4081,NA,NA,0,3,3,2,0,0,0,"","sun","sun","a","b","b","b","a","a","a","b","a","a","a","a","a","8/18/2017",""
"42.6436_-76.1893_20160904",42.6436,-76.1893,"b","b",1,1,2,1,1,4,0,"trash","sun","sun","a","a","a","b","a","b","a","b","a","a","a","c","b","9/4/2016",""
"42.6439_-76.1922_20160921",42.6439,-76.1922,"b","b",0,0,3,0,2,2,0,"trash",NA,NA,"a","a","a","b","a","a","a","a","a","a","a","b","a","9/21/2016","japanese knotweed"
"42.6461_-78.5473_20180918",42.6461,-78.5473,NA,NA,1,0,3,0,0,0,0,"",NA,NA,"b","a","a","b","b","b","a","a","a","b","b","b","b","9/18/2018",""
"42.6468_-78.5478_20190918",42.6468,-78.5478,"f","b",1,1,0,0,0,1,0,"periphyton",NA,NA,"c","a","a","a","b","b","a","b","b","b","b","b","b","9/18/2019",""
"42.6489_-73.9366_20180928",42.6489,-73.9366,"d","c",8,1,1,0,1,1,1,"water clarity, other","rain",NA,"a","a","b","a","a","c","a","a","a","a","a","c","c","9/28/2018","very small"
"42.6491_-73.9564_20180816",42.6491,-73.9564,"c","b",2,0,2,1,0,0,5,"","sun","sun","b","a","b","a","a","c","b","b","b","c","c","c","b","8/16/2018","discharge pipes, next to parking lot, rocks, noise and traffic"
"42.6493_-73.847_20190918",42.6493,-73.847,NA,NA,3,0,3,0,0,0,1,"water clarity","sun","sun","b","b","b","b","a","b","b","b","b","a","a","b","b","9/18/2019",""
"42.6494_-75.7867_20170910",42.6494,-75.7867,"b","b",0,0,2,1,0,2,2,"periphyton, trash, discharge/pipes","sun","clouds","b","a","b","b","b","c","a","b","b","a","b","c","b","9/10/2017",""
"42.6496_-73.5368_20120920",42.6496,-73.5368,"b","b",1,2,2,0,0,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2012","trash"
"42.6496_-73.5368_20120928",42.6496,-73.5368,"c","b",3,0,1,0,0,0,0,"","rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2012","water clarity"
"42.6505_-73.8444_20160707",42.6505,-73.8444,"d","d",2,0,0,0,0,7,0,"water clarity, trash, discharge pipes","clouds","sun","b","b","b","c","c","a","b","c","c","a","a","b","b","7/7/2016","low flow"
"42.6506_-73.8449_20120920",42.6506,-73.8449,"e","d",8,0,5,0,1,5,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2012","water clarity, trash, discharges/pipes"
"42.6514_-73.9263_20120922",42.6514,-73.9263,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/22/2012","no user preception"
"42.6518_-76.424_20170824",42.6518,-76.424,"b","a",0,0,1,2,0,0,0,"",NA,NA,"a","b","a","b","a","a","a","b","b","a","a","a","a","8/24/2017",""
"42.653_-73.9236_20180930",42.653,-73.9236,"b","a",0,0,1,0,0,2,1,"trash, other","sun","sun","a","a","b","a","a","c","a","a","a","c","b","c","a","9/30/2018","very smal…"
"42.6531_-73.9235_20180816",42.6531,-73.9235,NA,NA,2,0,2,0,0,0,0,"","sun","sun","a","a","b","a","a","a","a","b","b","a","a","b","b","8/16/2018","close to overpass"
"42.6583_-77.0343_20160926",42.6583,-77.0343,"d","d",2,2,5,0,9,3,9,"periphyton, odor","sun","sun","b","a","b","a","b","a","b","a","a","a","a","b","b","9/26/2016",""
"42.6592_-73.828_20160807",42.6592,-73.828,"d","c",5,4,4,1,5,7,3,"water clarity, trash","sun","sun","b","a","b","b","b","b","b","b","b","b","b","b","b","8/7/2016","brown algae"
"42.6592_-73.997_20140808",42.6592,-73.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/2014",""
"42.6607_-74.2358_20140820",42.6607,-74.2358,"c","b",2,1,4,1,0,1,6,"discharge pipes","clouds","sun","c","b","b","a","a","c","b","a","b","c","b","c","c","8/20/2014",""
"42.6627_-74.9486_20140806",42.6627,-74.9486,"b","b",2,0,2,0,1,5,3,"trash, discharge pipes","sun","rain","c","b","b","b","a","b","c","a","a","b","b","b","b","8/6/2014",""
"42.6658_-73.895_20150823",42.6658,-73.895,"a","a",0,0,0,0,0,4,0,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","b","8/23/2015",""
"42.666_-76.4362_20150828",42.666,-76.4362,"b","a",0,1,2,2,0,0,0,"","sun","clouds","b","a","a","a","a","b","a","a","a","b","b","b","b","8/28/2015",""
"42.6683_-73.8275_20170807",42.6683,-73.8275,"d","c",2,0,3,0,1,1,4,"odor, discharge/pipes","clouds","sun","a","b","a","b","b","b","a","b","b","a","a","b","b","8/7/2017",""
"42.6688_-78.1361_20130929",42.6688,-78.1361,"f","a",0,0,2,0,0,0,0,"","sun","sun","a","a","b","a","a","a","a","a","a","a","a","a","a","9/29/2013","too shallow for swimming and boating ok for fishing or wading"
"42.6689_-77.5918_20130928",42.6689,-77.5918,NA,"c",0,0,1,0,0,0,0,"","sun","sun","b","a","b","b","b","a","a","b","b","a","a","a","a","9/28/2013","not allowed to disrupt water, also low water"
"42.6692_-74.9639_20140806",42.6692,-74.9639,"b","c",4,1,0,2,1,3,0,"water clarity, trash","sun","rain","b","a","a","b","b","b","a","b","b","b","b","a","a","8/6/2014","downed trees, low hanging telephone lines"
"42.6692_-77.1454_20150712",42.6692,-77.1454,NA,NA,0,2,2,2,0,0,0,"","sun","sun","b","a","b","a","a","a","a","a","a","a","a","a","b","7/12/2015",""
"42.6707_-76.4346_20150929",42.6707,-76.4346,"b","b",0,1,2,4,0,0,0,"macrophytes","clouds","rain","a","a","a","a","b","a","a","a","a","a","a","a","a","9/29/2015",""
"42.6719_-73.7578_20160720",42.6719,-73.7578,"c","e",5,0,5,0,3,2,0,"water clarity, periphyton, trash","sun","sun","a","c","b","b","a","b","c","a","a","b","b","c","c","7/20/2016",""
"42.672_-73.828_20120912",42.672,-73.828,"c","a",5,5,5,5,1,2,6,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/12/2012","water clarity, macrophytes, stormwater discharge"
"42.6727_-73.9826_20140808",42.6727,-73.9826,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/2014",""
"42.6733_-73.6388_20170728",42.6733,-73.6388,"c","b",5,1,1,4,0,3,0,"trash","rain","sun","a","b","a","a","a","b","a","a","a","a","a","a","a","7/28/2017",""
"42.6767_-73.8356_20160811",42.6767,-73.8356,"d","c",2,0,0,1,0,5,0,"trash,","clouds","rain","a","b","b","b","a","a","a","b","b","a","a","b","b","8/11/2016","low water and construction upstream"
"42.6784_-73.8372_20160823",42.6784,-73.8372,"d","c",6,3,6,2,3,5,1,"water clarity, trash","sun","sun","b","b","b","a","b","b","b","c","b","b","c","b","c","8/23/2016","depth, location"
"42.681_-78.111_20140803",42.681,-78.111,"d","c",3,4,7,5,0,2,1,"water clarity, phytoplankton, macrophytes","sun","clouds","a","b","b","b","b","b","b","a","a","a","a","b","b","8/3/2014",""
"42.6824_-73.9102_20170806",42.6824,-73.9102,"b","b",1,1,5,1,0,0,0,"periphyton, macrophytes","sun","rain","b","a","a","a","b","a","b","a","a","a","a","a","a","8/6/2017",""
"42.6832_-73.9087_20170804",42.6832,-73.9087,"a","a",1,1,2,1,0,0,0,"periphyton, macrophytes","sun","clouds","b","a","a","b","a","a","a","c","b","b","a","b","b","8/4/2017",""
"42.686_-76.1694_20160921",42.686,-76.1694,"b","b",0,0,2,0,0,2,0,"","sun","clouds","a","a","a","a","a","a","a","a","a","a","a","c","c","9/21/2016","cattle in stream"
"42.6868_-73.7432_20140913",42.6868,-73.7432,"b","c",0,0,0,0,0,0,3,"discharge pipes","rain","clouds","c","b","c","c","b","b","c","c","b","a","a","b","a","9/13/2014",""
"42.6873_-78.9996_20140810",42.6873,-78.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","c","b","b","b","c","c","a","a","b","b","b","b","8/10/2014",""
"42.6911_-78.0537_20140803",42.6911,-78.0537,"c","e",2,1,3,1,0,2,2,"","clouds","rain",NA,NA,"b","b","b","a","b","b",NA,"a","a","a","a","8/3/2014","depth of water very rocky"
"42.6916_-73.4659_20160910",42.6916,-73.4659,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/10/2016",""
"42.692_-73.7783_20190827",42.692,-73.7783,NA,NA,0,0,2,0,0,2,0,"","sun","sun","b","b","b","b","b","b","a","b","b","b","b","a","c","8/27/2019",""
"42.6923_-73.7781_20170815",42.6923,-73.7781,NA,NA,0,0,6,2,0,3,0,"trash","clouds","sun","b","b","b","b","b","c","a","b","a","a","b","b","b","8/15/2017","hard to access"
"42.6998_-73.939_20160929",42.6998,-73.939,"d","b",0,2,3,0,1,3,0,"periphyton, trash","sun","sun","a","b","b","b","b","a","c","a","a","a","a","a","a","9/29/2016",""
"42.7019_-73.9655_20180928",42.7019,-73.9655,"d","b",7,5,5,5,3,3,0,"phytoplankton, odor, trash, discharges/pipes","clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2018",""
"42.702_-73.9658_20160929",42.702,-73.9658,"e","b",8,0,3,0,3,6,1,"water clarity, trash, discharges/pipes","sun","sun","a","a","b","b","a","b","c","a","a","a","a","c","c","9/29/2016",""
"42.7025_-74.3445_20120825",42.7025,-74.3445,"b","b",8,2,2,2,3,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/25/2012","water clarity"
"42.7025_-74.3445_20120831",42.7025,-74.3445,"c","b",2,2,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/2012","periphyton, silt"
"42.7026_-76.1857_20160824",42.7026,-76.1857,"a","a",0,0,1,0,0,0,0,"","sun","sun","b","a","b","a","b","a","a","a","a","a","a","a","a","8/24/2016",""
"42.7046_-73.5848_20150722",42.7046,-73.5848,"c","a",0,0,2,0,5,3,0,"",NA,NA,"a","a","c","a","b","a","b","a","a","a","a","a","a","7/22/2015",""
"42.7057_-73.5824_20150712",42.7057,-73.5824,"a","b",0,0,2,0,0,0,0,"","sun","sun","a","a","c","a","a","a","a","a","a","b","b","a","a","7/12/2015",""
"42.7057_-73.5824_20160910",42.7057,-73.5824,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/10/2016",""
"42.7067_-78.8993_20140929",42.7067,-78.8993,NA,NA,2,1,5,2,0,0,0,"",NA,NA,"b","a","a","b","b","a","b","b","b","b","a","a","a","9/29/2014",""
"42.7083_-73.7239_20120928",42.7083,-73.7239,"c","c",4,1,2,0,0,2,0,"","rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2012","water clarity, periphyton, trash"
"42.7099_-76.034_20160912",42.7099,-76.034,"d","d",5,4,1,2,1,8,1,"trash, water clarity","sun","sun","b","c","b","c","a","b","b","b","b","a","a","b","a","9/12/2016","muddy bottom"
"42.7123_-76.0031_20160909",42.7123,-76.0031,"b","a",0,0,3,1,0,0,0,"periphyton","sun","rain","c","a","a","a","b","b","a","b","b","c","c","c","c","9/9/2016","grass mowed to shoreline"
"42.7136_-74.0465_20120825",42.7136,-74.0465,"d","c",3,9,9,0,0,4,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/25/2012",""
"42.7136_-74.0467_20160818",42.7136,-74.0467,"a","f",0,0,3,3,0,0,2,"discharge pipes","sun","sun","a","a","a","a","b","a","a","a","a","a","a","b","a","8/18/2016",""
"42.7139_-74.0489_20180905",42.7139,-74.0489,"a","a",0,1,1,0,0,2,0,"trash","sun","sun","a","a","a","a","b","a","a","a","a","a","a","a","a","9/5/2018",""
"42.714_-74.0454_20120901",42.714,-74.0454,"d","d",0,0,10,0,1,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/1/2012","periphyton"
"42.714_-74.0454_20130803",42.714,-74.0454,"a","a",0,1,2,0,0,3,0,"","sun","rain","a","a","a","a","a","b","a","a","a","a","a","b","b","8/3/2013",""
"42.715_-75.3118_20170803",42.715,-75.3118,"b","b",0,0,0,0,0,1,4,"","sun","sun","a","a","b","a","a","b",NA,NA,NA,NA,NA,NA,NA,"8/3/2017","drainage pipe from intersection of rt8 & eiholzer"
"42.715_-77.7121_20130927",42.715,-77.7121,NA,"f",5,2,4,0,0,0,0,"","clouds","sun","b","b","b","b","c","a","c","a","b","a","a","a","c","9/27/2013","shallow"
"42.7219_-73.605_20120924",42.7219,-73.605,"c","b",3,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/24/2012",""
"42.7219_-73.605_20120928",42.7219,-73.605,"b","a",1,1,2,0,0,0,0,"","rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2012","periphyton"
"42.7227_-73.9924_20120825",42.7227,-73.9924,"d","d",8,0,10,0,0,2,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/25/2012","periphyton"
"42.7227_-73.9924_20130915",42.7227,-73.9924,"a","a",0,1,2,0,0,3,0,"","sun","rain","a","a","a","a","a","b","a","a","a","a","a","b","b","9/15/2013",""
"42.7227_-73.9924_20160929",42.7227,-73.9924,"b","a",0,0,2,0,0,3,0,"trash","sun","sun","b","a","b","b","b","b","a","a","a","a","a","b","b","9/29/2016",""
"42.7236_-75.9705_20160906",42.7236,-75.9705,"b","a",3,3,2,0,0,1,0,"water clarity, phytoplankton","sun","sun","b","a","a","b","a","b","a","b","a","a","a","a","a","9/6/2016",""
"42.7268_-74.9185_20140805",42.7268,-74.9185,"b",NA,2,1,1,2,0,4,0,"trash","rain","clouds","a","a","c","a","b","a","a","a","a","a","a","a","a","8/5/2014",""
"42.733_-73.6312_20150828",42.733,-73.6312,"a","a",0,1,4,0,0,1,0,"","sun",NA,"a","a","b","a","a","b","a","a","a","a","a","a","b","8/28/2015",""
"42.733_-73.6312_20150927",42.733,-73.6312,"b","a",0,1,4,0,0,3,0,"periphyton","sun","sun","a","a","a","a","a","a","a","b","b","a","a","b","b","9/27/2015",""
"42.733_-73.6312_20160910",42.733,-73.6312,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/10/2016",""
"42.736_-75.0097_20160724",42.736,-75.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/2016",""
"42.7366_-73.7145_20160728",42.7366,-73.7145,"c","c",2,1,3,0,2,0,0,"","clouds","sun","b","b","b","b","b","a","b","b","b","a","a","b","a","7/28/2016","low flow"
"42.737_-78.4792_20140823",42.737,-78.4792,"c","a",5,2,9,5,0,1,0,"water clarity","clouds","sun","a","a","a","b","a","b","a","b","a","a","a","a","b","8/23/2014","farm discharge"
"42.7387_-73.6248_20160717",42.7387,-73.6248,"a","a",0,1,3,0,0,1,0,"","sun","rain","a","a","b","b","a","b","b","a","a","a","a","a","a","7/17/2016",""
"42.7389_-73.7145_20140726",42.7389,-73.7145,"c","c",0,0,4,0,0,1,0,"","sun","sun","b","b","b","b","b","b","a","b","b","b","b","a","a","7/26/2014",""
"42.7392_-74.3359_20140811",42.7392,-74.3359,"b","b",1,0,2,0,0,1,1,"","sun","sun","b","a","b","b","b","b","b","b","b","b","b","c","c","8/11/2014","sediment"
"42.7409_-78.1364_20130920",42.7409,-78.1364,"f","f",0,0,6,2,0,1,5,"periphyton, discharges/pipes","sun","sun","b","b","b","b","a","b","b","a","a","b","b","b","b","9/20/2013",""
"42.7417_-73.8121_20170810",42.7417,-73.8121,"b","c",0,0,2,1,0,0,1,"","clouds","sun","a","a","b","a","a","c","a","a","a","a","a","b","b","8/10/2017","rocks"
"42.7462_-73.9952_20140812",42.7462,-73.9952,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/12/2014",""
"42.748_-73.5541_20160910",42.748,-73.5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/10/2016",""
"42.7532_-74.18_20140731",42.7532,-74.18,"c","b",3,0,2,0,0,3,2,"trash",NA,NA,"a","a","b","a","b","b","a","b","b","b","b","a","a","7/31/2014",""
"42.7543_-73.7006_20140807",42.7543,-73.7006,"d","d",4,0,0,0,0,4,1,"trash, discharges/pipes","sun","sun","b","b","b","b","b","b","b","b","b","a","a","b","b","8/7/2014","shallow parts and narrow"
"42.7543_-73.7006_20150923",42.7543,-73.7006,"e","e",9,1,2,1,NA,8,7,"","sun","sun","b","b","b","c","b","a","b","b","b","b","a","a","c","9/23/2015",""
"42.7554_-73.8658_20140701",42.7554,-73.8658,"e","b",2,0,0,0,0,4,0,"","sun","sun","b","c","c","b","a","a","c","b","a","a","a","c","c","7/1/2014","muddy, murky bottom"
"42.7565_-73.867_20180809",42.7565,-73.867,"a","a",0,0,2,1,0,1,0,"","sun","rain","a","b","a","b","a","a","a","a","a","a","a","a","b","8/9/2018","nice stream, no negative qualities"
"42.7569_-74.3358_20160809",42.7569,-74.3358,"a","a",1,0,0,0,0,1,0,"","sun","sun","b","a","b","a","b","a","a","b","a","a","a","a","b","8/9/2016",""
"42.7573_-75.5808_20170902",42.7573,-75.5808,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/2017",""
"42.7609_-74.255_20120801",42.7609,-74.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2012",""
"42.7609_-74.255_20120810",42.7609,-74.255,"d","c",4,2,1,0,2,5,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/10/2012",""
"42.7609_-74.2551_20160811",42.7609,-74.2551,"a","a",2,0,1,0,0,2,0,"trash","sun","rain","b","a","b","b","a","a","a","a","a","c","c","c","c","8/11/2016",""
"42.7615_-73.528_20180901",42.7615,-73.528,"a","a",NA,0,2,0,0,2,0,"trash","clouds","clouds","a","b","a","b","a","b","a","a","a","b","b","b","b","9/1/2018",""
"42.7619_-73.862_20140722",42.7619,-73.862,"e","c",0,0,0,0,0,4,4,"trash, discharge/pipes","sun","sun","a","c","b","a","a","a","a","a","a","a","a","a","a","7/22/2014",""
"42.7629_-73.4461_20180929",42.7629,-73.4461,NA,"a",2,1,1,3,0,0,0,"","sun","rain","b","b","b","a","a","b","a","a","a","b","b","b","b","9/29/2018",""
"42.7629_-74.0005_20170825",42.7629,-74.0005,"c","c",0,1,1,1,0,0,0,"","clouds","sun","b","b","b","b","b","b","b","b","b","b","a","b","b","8/25/2017",""
"42.7644_-74.0023_20170829",42.7644,-74.0023,"d","c",3,3,4,3,1,4,2,"water clarity, phytoplankton, periphyton, macrophytes, trash, discharges/pipes","clouds","sun","c","a","b","b","b","c","b","a","a","c","c","b","b","8/29/2017","low flow"
"42.7646_-73.7279_20140922",42.7646,-73.7279,"d","c",2,1,9,5,1,1,0,"periphyton, macrophytes","sun","sun","c","b","b","b","b","a","c","b","c","b","b","b","b","9/22/2014",""
"42.7647_-73.723_20180814",42.7647,-73.723,"d","d",7,3,3,3,1,1,1,"water clarity, other","sun","rain","b","b","b","a","a","b","b","a","a","b","b","a","c","8/14/2018","private development"
"42.7647_-74.0008_20130719",42.7647,-74.0008,"c","b",1,0,4,0,0,2,0,"periphyton","sun","sun","b","b","a","c","a","b","a","b","b","c","c","c","c","7/19/2013",""
"42.7713_-78.2188_20170802",42.7713,-78.2188,"b","f",0,0,0,0,2,2,0,"trash","sun","sun","a","a","b","a","b","a","a","a","a","a","a","a","a","8/2/2017","manure smell"
"42.7729_-74.0388_20120815",42.7729,-74.0388,"d","d",2,NA,5,0,0,1,0,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/15/2012","low flow"
"42.7756_-73.7637_20150920",42.7756,-73.7637,"a","a",0,0,0,0,0,2,1,"trash, discharge pipes","sun","sun","a","a","b","a","a","a","b","c","b","b","a","a","b","9/20/2015",""
"42.7774_-74.0752_20120927",42.7774,-74.0752,"d","d",1,NA,2,0,0,0,0,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2012","low water"
"42.7774_-74.0752_20140824",42.7774,-74.0752,NA,NA,2,1,3,2,0,0,0,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","8/24/2014",""
"42.7775_-73.8227_20120719",42.7775,-73.8227,"c","b",3,3,5,0,0,5,0,"","sun","clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/19/2012","periphyton, trash"
"42.7781_-73.7917_20140812",42.7781,-73.7917,"b","b",1,0,1,0,0,1,3,"","clouds","sun","b","a","a","b","a","a","b","b","b","a","a","a","a","8/12/2014","pre-existing knowledge of shaker creek watershed and related potential sources of pollution influenced how this group evaluated recreational use"
"42.7786_-73.7915_20140912",42.7786,-73.7915,"e","d",0,0,0,0,5,9,5,"odor, trash","clouds","clouds","c","b","b","b","b","b","b","a","b","a","c","a","a","9/12/2014","bulk items"
"42.7786_-74.1438_20140824",42.7786,-74.1438,NA,NA,1,1,1,2,0,0,0,"","sun","sun","a","a","b","a","b","a","a","a","a","a","a","a","a","8/24/2014",""
"42.7787_-77.7108_20130927",42.7787,-77.7108,"b","a",0,0,2,0,0,0,0,"","clouds","sun","a","a","c","a","a","b","a","b","a","b","a","c","c","9/27/2013",""
"42.7833_-73.8572_20120711",42.7833,-73.8572,"d","c",2,2,5,0,0,3,5,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/11/2012","periphyton"
"42.7833_-73.8572_20140724",42.7833,-73.8572,"c","c",4,1,4,1,0,3,2,"trash, discharge/pipes","sun","rain","a","a","a","a","a","a","a","a","a","a","a","b","b","7/24/2014",""
"42.7862_-76.927_20150929",42.7862,-76.927,"a","a",0,0,2,0,0,1,0,"","rain","rain","b","b","b","a","b","a","b","a","a","a","a","b","a","9/29/2015",""
